Período,1º Campo,2º Campo,Milha,KPI,Meta 4 Pontos,Meta 2 Pontos,Resultado Final,PESO,Pontuação Máxima,Pontuação Atingida,GAP Pontuação,GAP Peso Ponderado
W19,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,100.59 %,3,12,12,0.00 🟢,0
Jun,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,89.59 %,3,12,0,-12.00 🔴,0
Mai,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,195.92 %,3,12,12,0.00 🟢,0
Fev,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,90.38 %,3,12,6,-6.00 🔴,0
W15,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,117.07 %,3,12,12,0.00 🟢,0
W26,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,91.23 %,3,12,0,-12.00 🔴,0
Mar,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,93.45 %,3,12,12,0.00 🟢,0
W20,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,114.94 %,3,12,12,0.00 🟢,0
W22,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,,3,12,0,-12.00 🔴,0
W18,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,97.22 %,3,12,12,0.00 🟢,0
W29,JM TRANSP.,,FM - XD,Pickup Success,> 93 %,> 91 %,68.14 %,7,28,0,-28.00 🔴,12
Mai,JM TRANSP.,,FM - XD,Pickup Success,> 92.9 %,> 90.9 %,94.8 %,7,28,28,0.00 🟢,0
W14,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,93.39 %,7,28,28,0.00 🟢,0
W27,JM TRANSP.,,FM - XD,Pickup Success,> 92.85 %,> 90.85 %,91.02 %,7,28,14,-14.00 🔴,6
W10,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,92.61 %,7,28,28,0.00 🟢,0
Abr,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,93.58 %,7,28,28,0.00 🟢,0
W8,JM TRANSP.,,FM - XD,Pickup Success,> 91.9 %,> 89.9 %,93.38 %,7,28,28,0.00 🟢,0
W21,JM TRANSP.,,FM - XD,Pickup Success,> 92.9 %,> 90.9 %,95.33 %,7,28,28,0.00 🟢,0
W6,JM TRANSP.,,FM - XD,Pickup Success,> 91.9 %,> 89.9 %,93.62 %,7,28,28,0.00 🟢,0
W16,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,93.64 %,7,28,28,0.00 🟢,0
W12,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,92.32 %,7,28,14,-14.00 🔴,6
W23,JM TRANSP.,,FM - XD,Pickup Success,> 92.6 %,> 90.6 %,93.37 %,7,28,28,0.00 🟢,0
W15,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,93.3 %,7,28,28,0.00 🟢,0
Mar,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,92.89 %,7,28,28,0.00 🟢,0
Fev,JM TRANSP.,,FM - XD,Pickup Success,> 91.9 %,> 89.9 %,93.37 %,7,28,28,0.00 🟢,0
W17,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,93.29 %,7,28,28,0.00 🟢,0
W20,JM TRANSP.,,FM - XD,Pickup Success,> 92.9 %,> 90.9 %,94.56 %,7,28,28,0.00 🟢,0
W9,JM TRANSP.,,FM - XD,Pickup Success,> 91.9 %,> 89.9 %,92.83 %,7,28,28,0.00 🟢,0
W11,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,93.63 %,7,28,28,0.00 🟢,0
W26,JM TRANSP.,,FM - XD,Pickup Success,> 92.6 %,> 90.6 %,93.43 %,7,28,28,0.00 🟢,0
Jun,JM TRANSP.,,FM - XD,Pickup Success,> 92.6 %,> 90.6 %,92.6 %,7,28,14,-14.00 🔴,6
W25,JM TRANSP.,,FM - XD,Pickup Success,> 92.6 %,> 90.6 %,93.06 %,7,28,28,0.00 🟢,0
W19,JM TRANSP.,,FM - XD,Pickup Success,> 92.9 %,> 90.9 %,94.52 %,7,28,28,0.00 🟢,0
W7,JM TRANSP.,,FM - XD,Pickup Success,> 91.9 %,> 89.9 %,93.64 %,7,28,28,0.00 🟢,0
W13,JM TRANSP.,,FM - XD,Pickup Success,> 92.5 %,> 90.5 %,92.75 %,7,28,28,0.00 🟢,0
Jul,JM TRANSP.,,FM - XD,Pickup Success,> 93 %,> 91 %,85.69 %,7,28,0,-28.00 🔴,12
W18,JM TRANSP.,,FM - XD,Pickup Success,> 92.52 %,> 90.52 %,94.24 %,7,28,28,0.00 🟢,0
W28,JM TRANSP.,,FM - XD,Pickup Success,> 93 %,> 91 %,90.06 %,7,28,0,-28.00 🔴,12
W22,JM TRANSP.,,FM - XD,Pickup Success,> 92.9 %,> 90.9 %,94.91 %,7,28,28,0.00 🟢,0
W24,JM TRANSP.,,FM - XD,Pickup Success,> 92.6 %,> 90.6 %,93.03 %,7,28,28,0.00 🟢,0
W28,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,79.73 %,4,16,0,-16.00 🔴,7
W20,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.9 %,> 81.9 %,85.14 %,4,16,16,0.00 🟢,0
W29,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,60.64 %,4,16,0,-16.00 🔴,7
W23,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.51 %,> 80.51 %,84.07 %,4,16,16,0.00 🟢,0
Mai,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.9 %,> 81.9 %,84.94 %,4,16,16,0.00 🟢,0
Jun,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.5 %,> 80.5 %,82.12 %,4,16,8,-8.00 🔴,3
W7,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.7 %,> 79.7 %,83.49 %,4,16,16,0.00 🟢,0
W22,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.9 %,> 81.9 %,85.54 %,4,16,16,0.00 🟢,0
W17,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,84.59 %,4,16,16,0.00 🟢,0
W13,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.3 %,> 79.3 %,81.82 %,4,16,16,0.00 🟢,0
W10,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.3 %,> 79.3 %,82.88 %,4,16,16,0.00 🟢,0
W12,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.3 %,> 79.3 %,80.69 %,4,16,8,-8.00 🔴,3
W6,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.7 %,> 79.7 %,85.12 %,4,16,16,0.00 🟢,0
W27,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.88 %,> 80.88 %,78.98 %,4,16,0,-16.00 🔴,7
W21,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.9 %,> 81.9 %,84.8 %,4,16,16,0.00 🟢,0
W16,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,84.24 %,4,16,16,0.00 🟢,0
W19,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.9 %,> 81.9 %,84.37 %,4,16,16,0.00 🟢,0
W11,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.3 %,> 79.3 %,83.3 %,4,16,16,0.00 🟢,0
Jul,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,76.14 %,4,16,0,-16.00 🔴,7
W25,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.5 %,> 80.5 %,81.85 %,4,16,8,-8.00 🔴,3
Mar,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.3 %,> 79.3 %,82.31 %,4,16,16,0.00 🟢,0
W18,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.14 %,> 81.14 %,85.44 %,4,16,16,0.00 🟢,0
Abr,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,84.22 %,4,16,16,0.00 🟢,0
W9,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.7 %,> 79.7 %,83.65 %,4,16,16,0.00 🟢,0
W26,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.5 %,> 80.5 %,83.01 %,4,16,16,0.00 🟢,0
Fev,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.7 %,> 79.7 %,84.09 %,4,16,16,0.00 🟢,0
W15,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 83.1 %,> 81.1 %,83.46 %,4,16,16,0.00 🟢,0
W24,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.5 %,> 80.5 %,84.01 %,4,16,16,0.00 🟢,0
W14,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 82.29 %,> 80.29 %,83.07 %,4,16,16,0.00 🟢,0
W8,JM TRANSP.,,FM - XD,Pickup Sucess Ontime,> 81.7 %,> 79.7 %,84.09 %,4,16,16,0.00 🟢,0
W15,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.08 %,4,16,16,0.00 🟢,0
W25,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.01 %,4,16,16,0.00 🟢,0
Jul,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.13 %,4,16,16,0.00 🟢,0
W11,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.58 %,4,16,16,0.00 🟢,0
W27,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.24 %,4,16,16,0.00 🟢,0
W19,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.76 %,4,16,16,0.00 🟢,0
W8,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.97 %,4,16,16,0.00 🟢,0
W21,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.24 %,4,16,16,0.00 🟢,0
Abr,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.06 %,4,16,16,0.00 🟢,0
W26,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.36 %,4,16,16,0.00 🟢,0
W13,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.26 %,4,16,16,0.00 🟢,0
Mai,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.89 %,4,16,16,0.00 🟢,0
Fev,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.62 %,4,16,16,0.00 🟢,0
W6,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.57 %,4,16,16,0.00 🟢,0
W23,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.54 %,4,16,16,0.00 🟢,0
W16,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.57 %,4,16,16,0.00 🟢,0
Jun,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.82 %,4,16,16,0.00 🟢,0
W24,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.3 %,4,16,16,0.00 🟢,0
W14,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,95.9 %,4,16,16,0.00 🟢,0
W28,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,95.48 %,4,16,16,0.00 🟢,0
W7,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.04 %,4,16,16,0.00 🟢,0
W10,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.01 %,4,16,16,0.00 🟢,0
W22,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.15 %,4,16,16,0.00 🟢,0
W12,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.27 %,4,16,16,0.00 🟢,0
W18,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.08 %,4,16,16,0.00 🟢,0
Mar,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,97.15 %,4,16,16,0.00 🟢,0
W20,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.44 %,4,16,16,0.00 🟢,0
W9,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.97 %,4,16,16,0.00 🟢,0
W17,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,98.07 %,4,16,16,0.00 🟢,0
W29,JM TRANSP.,,FM - XD,Aderência ao Perfil,> 95 %,> 93 %,96.14 %,4,16,16,0.00 🟢,0
W20,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.55 %,4,16,16,0.00 🟢,0
W16,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,94.15 %,4,16,16,0.00 🟢,0
W22,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.11 %,4,16,16,0.00 🟢,0
W6,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,70.53 %,4,16,0,-16.00 🔴,7
W12,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,60.44 %,4,16,0,-16.00 🔴,7
W21,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.61 %,4,16,16,0.00 🟢,0
W28,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.08 %,4,16,16,0.00 🟢,0
W8,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,69.21 %,4,16,0,-16.00 🔴,7
W13,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,58.34 %,4,16,0,-16.00 🔴,7
Mar,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,60.93 %,4,16,0,-16.00 🔴,7
W7,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,68.65 %,4,16,0,-16.00 🔴,7
W24,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.51 %,4,16,16,0.00 🟢,0
W14,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,65.27 %,4,16,0,-16.00 🔴,7
Mai,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.6 %,4,16,16,0.00 🟢,0
W17,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,94.25 %,4,16,16,0.00 🟢,0
W10,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,65.56 %,4,16,0,-16.00 🔴,7
W23,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.36 %,4,16,16,0.00 🟢,0
W29,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.79 %,4,16,16,0.00 🟢,0
Fev,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,68.38 %,4,16,0,-16.00 🔴,7
W25,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.39 %,4,16,16,0.00 🟢,0
Jun,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.59 %,4,16,16,0.00 🟢,0
W27,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.44 %,4,16,16,0.00 🟢,0
W9,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,65.58 %,4,16,0,-16.00 🔴,7
W19,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,94.09 %,4,16,16,0.00 🟢,0
W18,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.4 %,4,16,16,0.00 🟢,0
Abr,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.75 %,4,16,16,0.00 🟢,0
W26,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.07 %,4,16,16,0.00 🟢,0
W15,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,93.01 %,4,16,16,0.00 🟢,0
W11,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,61.59 %,4,16,0,-16.00 🔴,7
Jul,JM TRANSP.,,FM - XD,1º Bipe - XD,> 85 %,> 83 %,92.81 %,4,16,16,0.00 🟢,0
Mar,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,97.59 %,3,12,12,0.00 🟢,0
W7,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.26 %,3,12,12,0.00 🟢,0
W26,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.9 %,3,12,12,0.00 🟢,0
W9,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98.99 %,3,12,12,0.00 🟢,0
W18,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98.35 %,3,12,12,0.00 🟢,0
Abr,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.21 %,3,12,12,0.00 🟢,0
W16,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98.57 %,3,12,12,0.00 🟢,0
W29,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 96 %,> 94 %,64.78 %,3,12,0,-12.00 🔴,5
W6,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,100.06 %,3,12,12,0.00 🟢,0
W23,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,86.76 %,3,12,0,-12.00 🔴,5
W15,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.89 %,3,12,12,0.00 🟢,0
Fev,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.25 %,3,12,12,0.00 🟢,0
W11,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.53 %,3,12,12,0.00 🟢,0
W8,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98.58 %,3,12,12,0.00 🟢,0
W14,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98.76 %,3,12,12,0.00 🟢,0
Mai,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,93.44 %,3,12,6,-6.00 🔴,3
W17,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.97 %,3,12,12,0.00 🟢,0
Jul,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 96 %,> 94 %,84.63 %,3,12,0,-12.00 🔴,5
W10,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98.67 %,3,12,12,0.00 🟢,0
Jun,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,92.7 %,3,12,0,-12.00 🔴,5
W22,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,86.97 %,3,12,0,-12.00 🔴,5
W13,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,91.48 %,3,12,0,-12.00 🔴,5
W20,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,94.44 %,3,12,6,-6.00 🔴,3
W19,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.71 %,3,12,12,0.00 🟢,0
W28,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 96 %,> 94 %,92.08 %,3,12,0,-12.00 🔴,5
W24,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,82.28 %,3,12,0,-12.00 🔴,5
W12,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,99.57 %,3,12,12,0.00 🟢,0
W21,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,91.66 %,3,12,0,-12.00 🔴,5
W25,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95 %,> 93 %,98 %,3,12,12,0.00 🟢,0
W27,JM TRANSP.,,FM - XD,Aceite de Scheduling,> 95.61 %,> 93.61 %,96.64 %,3,12,12,0.00 🟢,0
W19,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,101.06 %,3,12,12,0.00 🟢,0
W9,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,102.84 %,3,12,12,0.00 🟢,0
W10,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,99.74 %,3,12,12,0.00 🟢,0
W29,JM TRANSP.,,FM - XD,Ad. Config XD,> 97.5 %,> 95.5 %,40.47 %,3,12,0,-12.00 🔴,5
W21,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,82.94 %,3,12,0,-12.00 🔴,5
W28,JM TRANSP.,,FM - XD,Ad. Config XD,> 97.5 %,> 95.5 %,99.62 %,3,12,12,0.00 🟢,0
W18,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,100.03 %,3,12,12,0.00 🟢,0
W6,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,106.76 %,3,12,12,0.00 🟢,0
Abr,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,103.26 %,3,12,12,0.00 🟢,0
W16,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,103.56 %,3,12,12,0.00 🟢,0
Jul,JM TRANSP.,,FM - XD,Ad. Config XD,> 97.5 %,> 95.5 %,82.4 %,3,12,0,-12.00 🔴,5
W17,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,102.81 %,3,12,12,0.00 🟢,0
W11,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,103.42 %,3,12,12,0.00 🟢,0
W13,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,102.33 %,3,12,12,0.00 🟢,0
W20,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,101.56 %,3,12,12,0.00 🟢,0
W15,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,103.96 %,3,12,12,0.00 🟢,0
Mar,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,101.62 %,3,12,12,0.00 🟢,0
W27,JM TRANSP.,,FM - XD,Ad. Config XD,> 97.33 %,> 95.33 %,99.6 %,3,12,12,0.00 🟢,0
W24,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,99.79 %,3,12,12,0.00 🟢,0
W8,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,103.37 %,3,12,12,0.00 🟢,0
W23,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,99.94 %,3,12,12,0.00 🟢,0
W7,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,105.17 %,3,12,12,0.00 🟢,0
W14,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.78 %,> 94.78 %,103.06 %,3,12,12,0.00 🟢,0
W26,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,84.69 %,3,12,0,-12.00 🔴,5
Fev,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,104.55 %,3,12,12,0.00 🟢,0
W12,JM TRANSP.,,FM - XD,Ad. Config XD,> 96.5 %,> 94.5 %,101.23 %,3,12,12,0.00 🟢,0
Jun,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,96.22 %,3,12,6,-6.00 🔴,3
W25,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,99.75 %,3,12,12,0.00 🟢,0
Mai,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,96.47 %,3,12,6,-6.00 🔴,3
W22,JM TRANSP.,,FM - XD,Ad. Config XD,> 97 %,> 95 %,101.24 %,3,12,12,0.00 🟢,0
W17,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.12 %,5,20,0,-20.00 🔴,1
Jul,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,96.52 %,5,20,10,-10.00 🔴,0
W25,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,96.07 %,5,20,0,-20.00 🔴,1
W20,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.28 %,5,20,0,-20.00 🔴,1
W7,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.21 %,5,20,0,-20.00 🔴,1
W6,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.96 %,5,20,0,-20.00 🔴,1
Fev,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,95.96 %,5,20,0,-20.00 🔴,1
W8,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,93.9 %,5,20,0,-20.00 🔴,1
Abr,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.56 %,5,20,0,-20.00 🔴,1
W28,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,96.37 %,5,20,0,-20.00 🔴,1
W14,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,95.97 %,5,20,0,-20.00 🔴,1
Jun,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,96.04 %,5,20,0,-20.00 🔴,1
W15,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.89 %,5,20,0,-20.00 🔴,1
W29,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,95.78 %,5,20,0,-20.00 🔴,1
W24,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,96.4 %,5,20,0,-20.00 🔴,1
W23,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.59 %,96.11 %,5,20,0,-20.00 🔴,1
Mar,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.84 %,5,20,0,-20.00 🔴,1
W27,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,96.24 %,5,20,0,-20.00 🔴,1
W12,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,97.09 %,5,20,0,-20.00 🔴,1
W11,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.7 %,5,20,0,-20.00 🔴,1
W22,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.05 %,5,20,0,-20.00 🔴,1
W19,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,97.02 %,5,20,0,-20.00 🔴,1
W18,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,95.56 %,5,20,0,-20.00 🔴,1
W26,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 96.5 %,95.75 %,5,20,0,-20.00 🔴,1
